Job Title,Position,Company,Job Type,Skill,Work Type,Industry Type,Seniority,City,Province,Min Salary,Max Salary
"Analyst, Marketing Analytics",Others Analyst,Klick Health,Full-Time,"Google Tag Manager, Statistics, Tableau, SQL, Statistical analysis",In-Person,Healthcare,ANY,Toronto,ON,75000.0,92000.0
Econ 24R - Economic Analyst,Others Analyst,BC Public Service,Full-Time,"Statistical software, Statistics, Power BI, R, Statistics",In-Person,Service,ANY,Victoria,BC,76000.0,87000.0
Econ 24R - Economic Analyst,Others Analyst,BC Public Service,Full-Time,"Statistical software, Statistics, Power BI, R, Statistics",In-Person,Service,ANY,Victoria,NL,76000.0,87000.0
Econ 24R - Economic Analyst,Others Analyst,BC Public Service,Full-Time,"Statistical software, Statistics, Power BI, R, Statistics",In-Person,Service,ANY,Victoria,MB,76000.0,87000.0
Business Development Analyst,Business Analyst,Source Energy Services Canada LP,Full-Time,"SQL, Oil & gas, Logistics, Office Suite, Statistics",In-Person,Service,ANY,Calgary,AB,60000.0,82000.0
Evergreen - Business Analyst - Winnipeg (Remote For Winnipeg),Business Analyst,Togetherwork Talent Community,Full-Time,"Kanban, Statistics, Scrum, Agile, Business requirements",Remote,Media,ANY,Winnipeg,MB,60000.0,80000.0
"Data Integrity Analyst, Surgical Program (Nsqip)",IT Analyst,Humber River Health,Full-Time,"Python, SQL, Microsoft Access, Writing skills, Office Suite",In-Person,Healthcare,ANY,Toronto,ON,71000.0,80000.0
24-144 Business Solutions Analyst,Business Analyst,The City of Maple Ridge,Full-Time,"Computer science, Business requirements",In-Person,Government,ANY,Maple Ridge,BC,94494.0,111633.0
Category Business Analyst ( Evergreen),Business Analyst,Canadian Tire Corporation,Full-Time,"Presentation skills, Retail management, Analytics",In-Person,Technology,ANY,Toronto,ON,55000.0,71000.0
Business Data Analyst,Data Analyst,SSMC BUSINESS SOLUTIONS INC.,Full-Time,Python,In-Person,Technology,ANY,Surrey,BC,83200.0,111570.0
Senior Fraud Data Analyst,Data Analyst,Intact,Full-Time,"Bilingual, Power BI, SQL, SAS, SQL",In-Person,Others,Senior,Montréal,QC,60000.0,70000.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",In-Person,Healthcare,Senior,Vancouver,BC,70000.0,116134.0
Frito Lay Canada Business Analyst (Contract),IT Analyst,PepsiCo,Part-Time,"Python, SQL, Oracle, Procurement, SAP",In-Person,Others,ANY,Lethbridge,AB,57000.0,63000.0
Data Analyst - Informatics And Systems,Data Analyst,Colours of Punjabi Event Organization Inc.,Full-Time,"SQL, Python, Windows, Office Suite, Computer skills",In-Person,Technology,ANY,Surrey,BC,79040.0,116973.0
"Senior Data Analyst, Pricing And Finance",Data Analyst,ServiceTitan,Full-Time,"Pricing, SQL, Big data, Salesforce, Tableau",In-Person,Service,Senior,British Columbia,BC,67623.0,85556.0
Business Support Systems Analyst,Systems Analyst,Eastlink,Full-Time,"Agile, No SQL",In-Person,Others,ANY,Halifax,NS,68000.0,79000.0
Database Analyst,Database Analyst,INNTECH FUTURE INC.,Full-Time,"Microsoft Access, Oracle, R, SQL, Python",In-Person,Technology,ANY,Beaumont,AB,87360.0,94690.0
Central Planning Analyst,Others Analyst,T&T Supermarket,Full-Time,"Agile, SQL, Cantonese, ERP systems, Statistics",In-Person,Others,ANY,Markham,ON,50000.0,53000.0
Program And Budget Associate Analyst,Others Analyst,Canon Canada,Full-Time,"SQL, Oracle, Office Suite, Statistics, Time management",In-Person,Others,Mid,Brampton,ON,51000.0,55000.0
"Analyst, Supply Chain Replenishment",AI Analyst,Loblaw Companies Limited,Full-Time,"SQL, SAP, Supply chain, Workday",In-Person,Others,ANY,Toronto,ON,52000.0,59000.0
Business System Analyst,Systems Analyst,Intelliware,Full-Time,"Jira, Azure, Business analysis, Databases, SQL",In-Person,Others,ANY,Toronto,ON,70000.0,100000.0
Senior Business Analyst,Business Analyst,eHealth Saskatchewan,Full-Time,"Project management, IT, Business requirements",In-Person,Healthcare,Senior,Saskatchewan,SK,88171.0,107286.0
Supply Chain Analyst,AI Analyst,Trojan Technologies,Full-Time,"SQL, Kanban, Writing skills, Presentation skills, Demand planning",In-Person,Technology,ANY,London,ON,61000.0,80320.0
Database Analyst,Database Analyst,Vyoma Global Inc.,Full-Time,Python,In-Person,Technology,ANY,North York,ON,89440.0,146250.0
"Analyst, Reliability",IT Analyst,Porter Airlines Inc.,Full-Time,"SQL, Microsoft Access, R, Tableau, Statistics",In-Person,Technology,ANY,Toronto,ON,80000.0,105000.0
"Data Analyst, Clinical Division, Provincial Lab Data Analytics - Provincial Laboratory Medicine Services (Plms)",Data Analyst,PHSA,Full-Time,"Statistical software, Statistics, Cognos, Oracle, Data mining",In-Person,Others,ANY,Vancouver,BC,72000.0,104000.0
Senior Systems Analyst,Systems Analyst,IG Wealth Management,Full-Time,"R, Statistics, Application development, SQL, Quality assurance",In-Person,Others,Senior,Toronto,ON,44000.0,58000.0
"Analyst, Network-Gis-Ns&Uc S",Others Analyst,Apotex Inc.,Full-Time,"Python, QoS, SQL, Microsoft Outlook, Avaya",In-Person,Technology,ANY,North York,ON,52885.0,73419.0
Business Analyst,Business Analyst,IT Chapter,Full-Time,"Bilingual, Tableau, Business analysis, Python, Statistics",In-Person,Technology,ANY,Ottawa,ON,79924.0,125471.0
Senior It Business Analyst,IT Analyst,Spark Power,Full-Time,"Oracle, SAP, Spark, NetSuite, Visio",In-Person,Energy,Senior,Oakville,ON,57000.0,87000.0
"Analyst, Database",Database Analyst,Maverick Innogarage Inc,Full-Time,Python,In-Person,Technology,ANY,Bowmanville,ON,91520.0,109300.0
Power Platform Developer (Business Analyst 2),Business Analyst,City of Burnaby,Full-Time,"SharePoint, IT, Business requirements, PowerShell",In-Person,Government,ANY,Burnaby,BC,62499.0,78780.0
Senior Business Analyst,Business Analyst,Fraser Health,Full-Time,Business requirements,In-Person,Healthcare,Senior,Surrey,BC,79289.0,113984.0
Master Data & Supply Chain Solutions Analyst (12 Month Contract),AI Analyst,Nestle Operational Services Worldwide SA,Part-Time,"Bilingual, Tableau, SQL, Customer service, SAP",In-Person,Service,ANY,Montréal,QC,54000.0,58000.0
Salesforce Technical Business Analyst,Business Analyst,fusionSpan,Full-Time,"Jira, Salesforce, Business analysis, Accounting, Business requirements",Remote,Others,ANY,Remote,Undef,86655.0,110971.0
Policy Analyst,Policy Analyst,BC First Nations Justice Council,Full-Time,"Program management, Management, Research, Statistics, Presentation skills",In-Person,Others,ANY,British Columbia,BC,60000.0,79000.0
Business Systems Analyst (Digital Investing),Systems Analyst,Questrade Financial Group,Full-Time,"Jira, Investment, Power BI, SQL, Confluence",In-Person,Finance,ANY,Toronto,ON,85000.0,101000.0
Research Analyst Student (Ras-0724-T),Research Analyst,New Path Youth and Family Services,Full-Time,"Tableau, Power BI, SQL, Data mining, Customer service",In-Person,Service,ANY,Barrie,ON,41620.0,46883.0
Application Support Analyst,Others Analyst,Fidelity Investments,Full-Time,"Customer service, Salesforce, Business analysis, Statistics, Financial services",In-Person,Finance,ANY,Toronto,ON,63000.0,84000.0
Pricing Analyst,Others Analyst,Alliance Door Products,Full-Time,"Pricing, SQL, Microsoft Outlook, Statistics, Project management",In-Person,Others,ANY,Calgary,AB,53000.0,70000.0
Forecast Business Analyst,Business Analyst,Scarsin,Full-Time,"Python, SQL, Business intelligence, No SQL, Data warehouse",In-Person,Others,ANY,Uxbridge,ON,60000.0,100000.0
"Analyst, Workforce Planning",Others Analyst,Element Fleet Management,Full-Time,"Power BI, SQL, Statistics, Office Suite, Presentation skills",In-Person,Others,ANY,Mississauga,ON,70000.0,80000.0
Database Analyst,Database Analyst,Burnaby Digital Media Inc,Full-Time,Python,In-Person,Technology,ANY,Regina,SK,85280.0,91363.0
Bi Engineer,Data Engineer,Parallels,Full-Time,"Power BI, Data modeling, Business intelligence, Tableau, PostgreSQL",In-Person,Others,ANY,Toronto,ON,58000.0,113000.0
Sr. Business Analyst – Liquidity Reporting,IT Analyst,CGI,Full-Time,"Jira, Data mining, SQL, Project management, Confluence",In-Person,Others,Senior,Toronto,ON,69000.0,95000.0
"Supply Chain Master Data Analyst (Hybrid: Calgary, Ab) - Hybrid",Data Analyst,Enbridge Contingent Talent Community,Full-Time,"Power BI, SQL, Oracle, Accounts payable, Customer service",Hybrid,Media,ANY,Calgary,AB,56000.0,78000.0
Database Analyst,Database Analyst,Rainbook Enterprise Inc,Full-Time,Python,In-Person,Technology,ANY,Richmond,BC,76960.0,77872.0
Database Analyst,Database Analyst,Rainbook Enterprise Inc,Full-Time,Python,In-Person,Technology,ANY,Richmond,QC,76960.0,110671.0
Database Analyst,Database Analyst,Rainbook Enterprise Inc,Full-Time,Python,In-Person,Technology,ANY,Richmond,NB,76960.0,104814.0
Senior Technology Risk Analyst,Risk Analyst,Mastercard,Full-Time,Undef,In-Person,Others,Senior,Toronto,ON,96000.0,101000.0
Database Analyst,Database Analyst,ED Tech Network Solutions Ltd.,Full-Time,Python,In-Person,Technology,ANY,Surrey,BC,85280.0,89216.0
Database Analyst,Database Analyst,AUREUS INFOTECH INC,Full-Time,Python,In-Person,Technology,ANY,Brampton,ON,88524.0,108533.0
Database Analyst,Database Analyst,Skynet Wireless Inc,Full-Time,Python,In-Person,Technology,ANY,Langley,BC,76960.0,132917.0
Database Analyst,Database Analyst,Snow Hub Inc.,Full-Time,Python,In-Person,Technology,ANY,Calgary,AB,87360.0,105160.0
Benefits Hr Analyst,IT Analyst,City of Brampton,Full-Time,"Python, Office Suite, Statistics, PeopleSoft, HRIS",In-Person,Government,ANY,Brampton,ON,86000.0,97000.0
"Analyst, Data Integrity And Key Controls",IT Analyst,Royal Bank of Canada,Full-Time,"Jira, Financial auditing, Business analysis, Databases, Data management",In-Person,Finance,ANY,Halifax,NS,48000.0,77000.0
Innovation Marketing Senior Data Analyst,Data Analyst,Autodesk,Full-Time,"Tableau, Computer science, Power BI, Data modeling, R",In-Person,Others,Senior,Montréal,QC,85000.0,140000.0
Continuous Improvement Analyst - (12 Month Term Certain),AI Analyst,Agriculture Financial Services Corporation,Full-Time,"Statistics, Presentation skills, Continuous improvement, Financial services, No SQL",In-Person,Service,ANY,Lacombe,AB,76000.0,101000.0
Database Analyst,Database Analyst,EPIC - Educational Program Innovations Center,Full-Time,Python,In-Person,Education,ANY,Mississauga,ON,89440.0,156215.0
Business Analyst - Computer Systems,Systems Analyst,APITable Ltd.,Full-Time,"Python, Office Suite, E-commerce, Quality assurance, Presentation skills",In-Person,Technology,ANY,Markham,ON,91520.0,105203.0
Data Analyst - Informatics And Systems,Data Analyst,CBK INTERNATIONAL INC,Full-Time,"Python, No SQL",In-Person,Technology,ANY,Mississauga,ON,89440.0,130863.0
Business Analyst (Intermediate) 7647-1812,Business Analyst,Foilcon,Full-Time,"Jira, Computer operation, Azure, Oracle, Waterfall",In-Person,Others,Mid,Toronto,ON,60000.0,100000.0
Hrt Applications Business Analyst,Business Analyst,Vail Resorts Corporate,Full-Time,"No SQL, SQL, Visio, Office Suite, SQL",In-Person,Others,ANY,British Columbia,BC,70000.0,87000.0
D&It Business Solutions Analyst,IT Analyst,JTI - Japan Tobacco International,Full-Time,"Power BI, Sales, Customer service, UX, B2B",In-Person,Others,ANY,Mississauga,ON,80000.0,116252.0
"Analyst, Local Sales Pricing",Others Analyst,SYSCO FOOD SERVICES,Full-Time,"Python, Bilingual, No SQL, Tableau, SQL",In-Person,Service,ANY,Kelowna,BC,45000.0,94000.0
Engagement And Research Analyst,Research Analyst,City of Calgary,Full-Time,"Python, No SQL, Statistics, SQL, Microsoft Outlook",In-Person,Government,ANY,Calgary,AB,85862.0,114774.0
"Data Analyst Ii (Temporary – 6 Months) - (Google Analytics, Adobe Analytics)",Data Analyst,Intact,Full-Time,"Bilingual, Tableau, Power BI, SQL, Laboratory experience",In-Person,Others,ANY,Montréal,QC,60000.0,70000.0
Learning & Development Analyst Student,Others Analyst,PCL Construction,Full-Time,"Python, No SQL, Power BI, SQL, Writing skills",In-Person,Construction,ANY,Edmonton,AB,43000.0,50000.0
Field Market Analyst,Others Analyst,Confidential,Full-Time,"No SQL, SQL, Sales, Presentation skills, Software development",In-Person,Others,ANY,Scarborough,ON,41600.0,53331.0
"Consultant, Senior Business Analyst",Business Analyst,Alimentiv,Full-Time,"Power BI, Azure, Waterfall, Process improvement, Statistical analysis",Remote,Others,Senior,Remote,Undef,80102.0,136567.0
Revenue Operations Analyst Ii,Others Analyst,Affirm,Full-Time,"SQL, Business intelligence, Sales, Salesforce, Statistics",In-Person,Others,ANY,Toronto,ON,42000.0,68000.0
Bioinformatics Systems Analyst,Systems Analyst,University of Alberta,Full-Time,"Computer science, MATLAB, CSS, R, Git",In-Person,Education,ANY,Edmonton,AB,55000.0,74000.0
Business Systems Analyst,Systems Analyst,AtkinsRéalis,Full-Time,"Python, No SQL, Power BI, SQL, Microsoft Outlook",In-Person,Others,ANY,Richmond,BC,69000.0,95000.0
Business Systems Analyst,Systems Analyst,AtkinsRéalis,Full-Time,"Python, No SQL, Power BI, SQL, Microsoft Outlook",In-Person,Others,ANY,Richmond,QC,69000.0,95000.0
Business Systems Analyst,Systems Analyst,AtkinsRéalis,Full-Time,"Python, No SQL, Power BI, SQL, Microsoft Outlook",In-Person,Others,ANY,Richmond,NB,69000.0,95000.0
Customer Success - Quality Analyst - Canada,IT Analyst,Samsara,Full-Time,"Program management, SQL, Quality assurance, Management consulting, SaaS",In-Person,Others,ANY,Vancouver,BC,68000.0,88000.0
Business Intelligence Analyst,Business Analyst,Port of Vancouver,Full-Time,"Python, Power BI, Data modeling, SQL, SSRS",In-Person,Technology,ANY,Vancouver,BC,62000.0,91000.0
Bsan-Business Systems Analyst,Systems Analyst,Lifemark Health Group,Full-Time,"Jira, Python, No SQL, SQL, Azure",In-Person,Healthcare,ANY,North York,ON,55000.0,65000.0
Scada Analyst,Others Analyst,Dexcent Inc,Full-Time,"Microsoft Outlook, Visual Basic, Customer service, Office Suite, Java",In-Person,Technology,ANY,Richmond Hill,ON,63000.0,80000.0
Murex Analyst,Others Analyst,Tekshapers Inc,Full-Time,"Ant, Statistics, SQL, Risk management, Scripting",In-Person,Technology,ANY,Mississauga,ON,93600.0,150323.0
Hris Analyst & Report Specialist - Master'S Level Internship,Data Specialist,Vosyn,Part-Time,"Power BI, SQL, R, Statistics, Tableau",Remote,Others,Senior,Remote,Undef,66560.0,72800.0
Database Analyst,Database Analyst,Goldenhome Cabinetry Eastern Canada Inc.,Full-Time,"R, SQL, Python, SQL, JavaScript",In-Person,Technology,ANY,Aurora,ON,88920.0,95160.0
Bi/Etl Developer,Developer,Johnston Group,Full-Time,"Power BI, Data modeling, SQL, Business intelligence, DB2",In-Person,Others,ANY,Winnipeg,MB,85000.0,110000.0
Measurement Services Business Analyst,Business Analyst,FortisBC,Full-Time,"SAS, Statistics, Presentation skills, Organizational skills, Leadership",In-Person,Others,ANY,Penticton,BC,74339.0,118836.0
Research Analyst,Research Analyst,iData Research,Full-Time,"Office Suite, No SQL, Time management",In-Person,Others,ANY,Burnaby,BC,40000.0,45000.0
Inventory Analyst,Others Analyst,Hercules SLR Inc.,Full-Time,"Data mining, Statistics, Computer skills, No SQL",In-Person,Technology,ANY,Dartmouth,NS,35000.0,47000.0
Erp Business Analyst,Business Analyst,FED IT,Full-Time,"Tableau, Computer science, Power BI, Statistics, Python",In-Person,Technology,ANY,Montréal,QC,100000.0,107252.0
Market Research Analyst,Research Analyst,IQ4I Canada Inc,Full-Time,Python,In-Person,Technology,ANY,Ancaster,ON,89440.0,91520.0
Database Analyst,Database Analyst,ABOMIS INNOVATIONS INC.,Full-Time,"PowerBuilder, C#, SQL, Python, Databases",In-Person,Technology,ANY,Vancouver,BC,85280.0,102252.0
"Analyst, Quality Assurance",IT Analyst,Government of Alberta,Full-Time,"Research, Quality assurance, SCSS, Data collection, No SQL",In-Person,Government,ANY,Edmonton,AB,61000.0,80000.0
Business Systems Analyst,Systems Analyst,MGK INFO TECH INC,Full-Time,"Python, Training & development",In-Person,Technology,ANY,Hamilton,ON,95680.0,137759.0
Business Systems Analyst,Systems Analyst,CognitoCRM,Full-Time,"Python, Computer skills",In-Person,Others,ANY,Mississauga,ON,91520.0,98931.0
Grid Operations Advisor (Business Analyst) | Ontario,Business Analyst,The Mosaic Company,Full-Time,"Python, No SQL, SQL, Process improvement, Visio",In-Person,Others,ANY,Barrie,ON,64000.0,97000.0
Business Analyst - Computer Systems,Systems Analyst,XLNCY SOLUTIONS,Full-Time,Python,In-Person,Consulting,ANY,Brampton,ON,59280.0,123697.0
Sr. Business Information Analyst,Business Analyst,Sagen,Full-Time,"Power BI, Tableau, SQL, Training & development, Business requirements",In-Person,Others,Senior,Oakville,ON,50000.0,91000.0
Pa&A Data Analyst,Data Analyst,BRP,Full-Time,"Power BI, SQL, SQL, Python",In-Person,Others,ANY,Sherbrooke,QC,66000.0,92684.0
Senior Strategy Analyst,Strategy Analyst,Vancouver City Savings Credit Union,Full-Time,"Python, No SQL, SQL, Office Suite, No SQL",In-Person,Technology,Senior,Vancouver,BC,81000.0,122000.0
Database Analyst,Database Analyst,Purple Maple Inc.,Full-Time,Python,In-Person,Technology,ANY,Calgary,AB,89440.0,112614.0
Business Systems Analyst,Systems Analyst,Save Max Real Estate Inc.,Full-Time,Python,In-Person,Technology,ANY,Mississauga,ON,91520.0,119603.0
Business Analyst,Business Analyst,Canadian Nuclear Laboratories,Full-Time,Budgeting,In-Person,Research,ANY,Chalk River,ON,66000.0,108000.0
Business Systems Analyst,Systems Analyst,108 ideaspace inc.,Full-Time,Python,In-Person,Technology,ANY,Toronto,ON,90001.0,93600.0
Statistical Analyst,Others Analyst,Uni Express Inc,Full-Time,Python,In-Person,Technology,ANY,Richmond,BC,91520.0,122526.0
