Job Title,Position,Company,Job Type,Skill,Work Type,Industry Type,Seniority,City,Province,Min Salary,Max Salary
Treasury Data Analyst,Data Analyst,GFL Environmental,Full-Time,"Crystal Reports, SQL, Microsoft Access, JD Edwards, DB2",In-Person,Environment,ANY,Vaughan,ON,70000.0,76000.0
Data Analyst - Regular Full-Time,Data Analyst,District of Squamish,Full-Time,"Computer science, Customer service, System architecture, Databases, SQL",In-Person,Others,ANY,Squamish,BC,87734.0,121997.0
Data & Insights Analyst/Analyste De Données Et Perspectives,Others Analyst,World Anti-Doping Agency,Full-Time,"Bilingual, Tableau, Statistics, Spanish, Power BI",In-Person,Agency,ANY,Montréal,QC,71633.0,116248.0
"Data Analyst, Born Ontario, Permanent Full Time (1.0) / Analyste De Données, Born Ontario - Poste À Temps Plein (1,0)",Data Analyst,CHEO,Full-Time,"Bilingual, Tableau, Statistical software, Computer science, SQL",In-Person,Others,ANY,Ottawa,ON,72883.0,89440.0
Data Quality And Management Analyst,IT Analyst,Flexiti,Full-Time,"Azure, SQL, NoSQL, Google Cloud Platform, Databases",In-Person,Others,ANY,Ontario,Undef,39566.0,185547.0
Copy Of Data Analyst And Solution Developer,Data Analyst,INLAN,Full-Time,"Databases, C++, Machine learning, Python",Remote,Others,ANY,Remote,Undef,71820.0,77722.0
Business Analyst,Business Analyst,Canadian Nuclear Laboratories,Full-Time,"Power BI, SQL, Primavera, Quality management, Office Suite",Remote,Research,ANY,Remote,Undef,66265.0,97989.0
Business Data Analyst,Data Analyst,Altec Global Capital Inc.,Full-Time,"Python, Java, Statistics, C++, C",In-Person,Technology,ANY,North York,Undef,93600.0,94780.0
Business Intelligence Analyst/Developer,Business Analyst,Progi,Full-Time,"Power BI, Cloud infrastructure, SQL, Azure, C#",Remote,Others,ANY,Remote,ON,91786.0,127097.0
Programs Data Analyst,Data Analyst,Owen Sound Family Health Team,Full-Time,"Data mining, Customer service, Statistics, Office Suite, Database management",In-Person,Healthcare,ANY,Owen Sound,ON,45344.0,49212.0
Business Intelligence Analyst,Business Analyst,Autodesk,Full-Time,"Tableau, Power BI, Data modeling, Business intelligence, D3.js",In-Person,Others,ANY,Toronto,ON,80000.0,124000.0
Signal Processing Engineer And Data Analyst,Data Analyst,INLAN,Full-Time,Databases,Remote,Others,ANY,Remote,Undef,60242.0,83279.0
It Business Analyst,IT Analyst,Roots,Full-Time,"Oracle, No SQL",In-Person,Others,ANY,Toronto,ON,58000.0,75000.0
Intermediate Data Support Analyst (6-Month Contract),Others Analyst,AGF Management Limited,Part-Time,"Investment, SQL, Relational databases, Maintenance, Bloomberg",In-Person,Others,Mid,Toronto,ON,68000.0,81000.0
Business Analyst,Business Analyst,"SupplyOne Canada, Inc.",Full-Time,"Power BI, SQL, Azure, APIs, No SQL",In-Person,Technology,ANY,Brampton,ON,60000.0,70000.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",In-Person,Healthcare,Senior,Halifax,NS,61000.0,111978.0
Staff Data Analyst,Data Analyst,HelloFresh,Full-Time,"SQL, Tableau, SQL, Statistical analysis, Statistics",In-Person,Others,ANY,Toronto,ON,81000.0,110000.0
Data Analyst And Reporting Tools Developer,Data Analyst,Fidelity Investments,Full-Time,"Power BI, SQL, Microsoft Access, Business analysis, Tableau",In-Person,Finance,ANY,Toronto,ON,70000.0,100000.0
Strategic Data Analyst,Data Analyst,Element Fleet Management,Full-Time,"Cognos, Crystal Reports, Power BI, SQL, Microsoft Access",In-Person,Others,ANY,Mississauga,ON,78000.0,93000.0
Business Data Analyst,Data Analyst,Scotiabank,Full-Time,"Python, No SQL, SQL, Big data, Business analysis",In-Person,Finance,ANY,Toronto,ON,75000.0,100000.0
Data Analyst,Data Analyst,HKJ Marketing,Full-Time,"SQL, Business intelligence, R, Tableau, SQL",In-Person,Others,ANY,Vancouver,BC,53000.0,84000.0
Advanced Data Analyst - Frostbite,Data Analyst,Electronic Arts,Full-Time,"Statistics, Power BI, Azure, Google Cloud Platform, SQL",In-Person,Others,Senior,Vancouver,BC,108000.0,147000.0
Supply Chain Bi Solutions Analyst,AI Analyst,Pet Valu,Full-Time,"Cognos, Computer science, Power BI, SQL, Microsoft Outlook",In-Person,Others,ANY,Midtown Toronto,ON,52000.0,68000.0
Healthcare Research & Data Analyst- Medtech Insights,Data Analyst,Clarivate,Full-Time,"SQL, Statistics",In-Person,Others,ANY,Toronto,ON,83000.0,104000.0
Business System Analyst -Data Engineer,Systems Analyst,Esolutions,Full-Time,"Oracle, SQL, Data warehouse, Python, Hadoop",In-Person,Consulting,ANY,Toronto,ON,58006.0,137557.0
Business Analyst/Data Analyst,Data Analyst,Swiss RE,Full-Time,"Power BI, Oracle, Waterfall, Relational databases, Data structures",In-Person,Others,ANY,Toronto,ON,81000.0,114000.0
Business Analyst,Business Analyst,BMO Financial Group,Full-Time,"SQL, Statistics, Agile, Test cases, Business requirements",In-Person,Finance,ANY,Toronto,ON,60000.0,112000.0
Senior Data Analyst,Data Analyst,Electronic Arts,Full-Time,"Power BI, Big data, Tableau, SQL, A/B testing",In-Person,Others,Senior,Toronto,ON,89000.0,123000.0
Data Analyst - Informatics And Systems,Data Analyst,SULYMON GLOBAL INC.,Full-Time,"Oracle, Python, SQL, Computer skills, Python",In-Person,Technology,ANY,North York,ON,90480.0,92174.0
Oracle Erp Data Analyst – Reconciliation Specialist,Data Analyst,AstraNorth,Full-Time,"Power BI, SQL, Oracle, Supply chain, R",In-Person,Others,Senior,Brampton,ON,43000.0,93000.0
Business Data Analyst,Data Analyst,Siga Home Comfort Inc.,Full-Time,Python,In-Person,Technology,ANY,North York,ON,90001.0,145312.0
Senior Data Analyst,Data Analyst,SickKids,Full-Time,"Statistics, SAS, R, SQL, Machine learning",In-Person,Others,Senior,Toronto,ON,85000.0,90000.0
"Analyst, Data Valorization",Others Analyst,Desjardins,Full-Time,"Tableau, Statistics",In-Person,Others,ANY,Montréal,QC,80807.0,84730.0
"Analyst, Data",Others Analyst,Aecon Group,Full-Time,"Power BI, SAP, Spark, R, Primavera",In-Person,Others,ANY,Toronto,ON,58000.0,80000.0
Data Analyst (Programming Team),Data Analyst,NMG Consulting,Full-Time,"Python, Power BI, SAS, R, Research",In-Person,Consulting,ANY,Toronto,ON,45041.0,87115.0
Inside Sales Rep & Junior Business Analyst,Business Analyst,Amsterdam Brewery,Full-Time,"Computer science, Customer service, Call center, No SQL",In-Person,Others,Junior,Toronto,ON,60000.0,90000.0
Python Data Analyst,Data Analyst,TV2 Consulting,Full-Time,"Natural language processing, Data analytics, APIs, Python, Analytics",In-Person,Consulting,ANY,Toronto,ON,145600.0,176800.0
Business Data Analyst,Data Analyst,Edgerise Consulting INC.,Full-Time,"Python, Quality assurance, Usability, Project implementation, IT",In-Person,Technology,ANY,Kitchener,ON,83200.0,93600.0
Data Engineering Analyst,Data Engineer,Seaspan ULC,Full-Time,"Performance tuning, Data modeling, Azure, DevOps, Spark",In-Person,Others,ANY,North Vancouver,BC,69000.0,85000.0
Marketing Data Analyst/Analyste Des Données Marketing,Data Analyst,Playground,Full-Time,"Python, No SQL, SQL, Relational databases, R",In-Person,Others,ANY,Canada,Undef,120537.0,137231.0
Variable Data Programmer - Analyst,Programmer,Formost mediaOne,Full-Time,"SQL, Microsoft Outlook, XML, Visual Basic, Adobe Illustrator",In-Person,Others,ANY,Brampton,ON,40000.0,60000.0
Business Data Analyst,Data Analyst,tomato e-commerce Inc,Full-Time,"SQL, ADP, Python, Office Suite, Statistics",In-Person,Technology,ANY,Scarborough,ON,90480.0,95994.0
Business Intelligence Analyst (Remote - Canada),Business Analyst,Yelp,Full-Time,"Statistics, Data modeling, Business intelligence, Tableau, SQL",Remote,Others,ANY,Remote,Undef,82000.0,230000.0
Senior Data Engineering Analyst,Data Engineer,Loblaw Companies Limited,Full-Time,"Jira, Statistics, Computer science, Data mining, Relational databases",In-Person,Others,Senior,Brampton,ON,80000.0,105000.0
Data Analyst - Informatics And Systems,Data Analyst,Systematic Squad Inc.,Full-Time,"Python, No SQL",In-Person,Technology,ANY,Calgary,AB,62400.0,102722.0
Methods Analyst I - Wellness Data Analyst,Data Analyst,City of Edmonton,Full-Time,"Power BI, SQL, Microsoft Access, Business intelligence, Business analysis",In-Person,Government,ANY,Edmonton,AB,81000.0,101000.0
Program/Data Analyst,Data Analyst,AppleOne,Full-Time,"No SQL, SQL, Microsoft Outlook, Project planning, Writing skills",In-Person,Others,ANY,Vancouver,BC,54000.0,106162.0
Continuous Improvement Analyst,Others Analyst,Gay Lea Foods,Full-Time,"Python, SQL, Supply chain, Visio, Change management",In-Person,Others,ANY,Teeswater,ON,54286.0,95085.0
"Analyst, Human Resources Analytics",Others Analyst,Ontario Health,Full-Time,"Tableau, SQL, Data mining, Statistics, Human resources",In-Person,Healthcare,ANY,Toronto,ON,62000.0,80000.0
Human Resources Systems Analyst,Systems Analyst,Dexterra Group,Full-Time,"SQL, Financial auditing, ADP, HRIS",In-Person,Others,ANY,Toronto,ON,80000.0,92000.0
Bi Analyst,Others Analyst,Fusemachines,Full-Time,"Computer science, Power BI, Data modeling, Business intelligence, Tableau",Remote,Others,ANY,Remote,Undef,43230.0,146536.0
Technical Analyst Ii,Others Analyst,Benevity,Full-Time,"FTP, SFTP, Pentaho, XML, SQL",In-Person,Others,ANY,Calgary,AB,57000.0,62000.0
Developpeur Power-Bi Sénior,Others Analyst,CGI,Full-Time,"Jira, Power BI, Agile, Cloud computing, Chef",In-Person,Others,ANY,Montréal,QC,63000.0,120000.0
"Senior Data System Analyst ( Snowflake, Hadoop, Etl , Informatica)",Systems Analyst,Atlantis IT group,Full-Time,"Performance tuning, Computer science, Oracle, XML, SAS",In-Person,Technology,Senior,Markham,ON,56000.0,100000.0
Senior Business Analyst,Business Analyst,Blacksmith Agency,Full-Time,"Keyword research, Business analysis, Python, Research, Taxonomy",Remote,Agency,Senior,Remote,Undef,44433.0,52631.0
"Analyst, Business Intelligence",Business Analyst,Bell,Full-Time,"Jira, Bilingual, Tableau, Pegasystems, Data modeling",In-Person,Others,ANY,Toronto,ON,72000.0,86000.0
Enterprise Data Analyst,Data Analyst,Workstream,Full-Time,"Salesforce, Statistics, Tableau, SQL, Business development",In-Person,Others,ANY,Vancouver,BC,115000.0,156000.0
Media Analyst,Others Analyst,Babylist,Full-Time,"SQL, Data mining, Sales, SQL, Content strategy",Remote,Others,ANY,Remote,Undef,151000.0,187000.0
"Data Quality Analyst, Tft",IT Analyst,Niagara Health System,Full-Time,"Crystal Reports, Writing skills, Office Suite, Statistics, Computer skills",In-Person,Healthcare,ANY,St. Catharines,ON,83449.0,94411.0
Business Data Analyst,Data Analyst,Tecqify Solutions Inc,Full-Time,Python,In-Person,Technology,ANY,Abbotsford,BC,97760.0,113082.0
Global Data Analyst,Data Analyst,Dentons,Full-Time,"Azure, Node.js, React, DevOps, C#",Remote,Others,ANY,Remote,Undef,57350.0,71531.0
Business Data Analyst,Data Analyst,Infin8 Brands Inc,Full-Time,Python,In-Person,Technology,ANY,Markham,ON,68000.0,90768.0
Business Analyst,Business Analyst,Windsor Essex Community Housing Corporation,Full-Time,"Computer operation, Power BI, SQL, Yardi, SQL",In-Person,Technology,ANY,Windsor,ON,57000.0,78000.0
Business Analyst,Business Analyst,Windsor Essex Community Housing Corporation,Full-Time,"Computer operation, Power BI, SQL, Yardi, SQL",In-Person,Technology,ANY,Windsor,NS,57000.0,78000.0
Business Analyst,Business Analyst,Windsor Essex Community Housing Corporation,Full-Time,"Computer operation, Power BI, SQL, Yardi, SQL",In-Person,Technology,ANY,Windsor,QC,57000.0,78000.0
Senior Data Analyst,Data Analyst,OGGN Inc.,Full-Time,"Bilingual, Tableau, Azure, Business intelligence, SAS",Remote,Technology,Senior,Remote,Undef,78458.0,101630.0
Business System Analyst - Data Engineer,Systems Analyst,AstraNorth,Full-Time,"Oracle, SQL, Data warehouse, Python, Hadoop",In-Person,Others,ANY,Toronto,ON,60000.0,90000.0
Intermediate Analyst,Others Analyst,WestJet,Full-Time,"CI/CD, Knowledge management, Azure, PCI, SCCM",In-Person,Others,Mid,Canada,Undef,74586.0,94913.0
Genai Business Analyst,AI Analyst,Paralucent,Full-Time,"R, Research, Tableau, Statistics, Project management",Remote,Others,ANY,Remote,Undef,60318.0,91035.0
Data Analyst - Informatics And Systems,Data Analyst,Snappay Inc.,Full-Time,"Python, SASS, Computer skills, Linux, Data warehouse",In-Person,Technology,ANY,Mississauga,ON,80000.0,100000.0
Business Analyst,Business Analyst,AlertDriving,Full-Time,"Project management, Contracts, Project management methodology, LMS, Business requirements",In-Person,Others,ANY,Toronto,ON,57000.0,98000.0
Product Analyst,Others Analyst,Absorb Software,Full-Time,"Jira, Computer science, Power BI, R, Statistics",Remote,Technology,ANY,Remote,Undef,48781.0,49325.0
Business Analyst,Business Analyst,Tekshapers Inc,Full-Time,"Data modeling, Statistics, SQL, AWS, Hadoop",In-Person,Technology,ANY,Toronto,ON,100000.0,102777.0
"Associate Pm/Business Analyst (Open To North, Central, And South America)",Business Analyst,Function Health,Full-Time,"Jira, Power BI, SQL, Business analysis, Google Cloud Platform",Remote,Healthcare,Mid,Remote,Undef,54967.0,95080.0
Business Analyst,Business Analyst,Cargojet Airways LTD.,Full-Time,"No SQL, Power BI, SQL, Financial auditing, ERP systems",In-Person,Others,ANY,Mississauga,ON,65000.0,91000.0
Information Technology (It) Data Analyst,Data Analyst,Six side Logistics,Full-Time,"Python, No SQL",In-Person,Freeport,ANY,Mississauga,ON,89440.0,123775.0
Business Data Analyst,Data Analyst,Dawn InfoTek Inc.,Full-Time,"Computer science, Azure, Business analysis, Google Cloud Platform, AWS",In-Person,Technology,ANY,Toronto,ON,135200.0,156000.0
Part-Time Data Quality Analyst (Fraud Investigation),IT Analyst,owl.co,Full-Time,"Research, Natural language processing, Typing, No SQL",In-Person,Others,ANY,Toronto,ON,41600.0,119030.0
Data Analyst And Artificial Intelligence (Ai) Instructor,Data Analyst,Willis College,Full-Time,"TensorFlow, R, Java, SQL, Machine learning",Remote,Education,ANY,Remote,Undef,72800.0,83200.0
Senior Data Management Process Analyst,Others Analyst,TD Bank,Full-Time,"Computer operation, Office Suite",In-Person,Finance,Senior,Toronto,ON,70000.0,80000.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",In-Person,Healthcare,Senior,Hamilton,ON,70000.0,85724.0
Data Analyst - Informatics And Systems,Data Analyst,RAENAN CONSULTANCY INC.,Full-Time,Python,In-Person,Technology,ANY,Brampton,ON,89440.0,116007.0
Research Analyst,Research Analyst,Insurance Bureau of Canada,Full-Time,"SQL, Research, Statistics, Presentation skills, Pivot tables",In-Person,Insurance,ANY,Toronto,ON,66000.0,89702.0
"Business Data Analyst, Product",Data Analyst,EXL Services,Full-Time,SQL,In-Person,Service,ANY,Toronto,ON,70000.0,100000.0
Data Analyst / Modeler Advisory,Data Analyst,Scotiabank,Full-Time,"Performance tuning, Data modeling, XML, Data structures, Apache Hive",In-Person,Finance,ANY,Toronto,ON,70000.0,93000.0
Business Data Analyst,Data Analyst,AG Marketing & Development Group Inc,Full-Time,"Python, Windows, Office Suite, Computer skills",In-Person,Technology,ANY,Mississauga,ON,91520.0,98840.0
Data Warehouse Analyst,Others Analyst,I Tech Computer INC,Full-Time,"iOS, SQL, Python, Windows, Office Suite",In-Person,Technology,ANY,Markham,ON,93600.0,101711.0
Data Analyst (Level 2),Data Analyst,Intero Integrity,Full-Time,Statistics,In-Person,Others,ANY,Toronto,ON,43000.0,93000.0
Business Data Analyst,Data Analyst,TAYLOR & MERGUI PROFESSIONAL CORPORATION.,Full-Time,Python,In-Person,Technology,ANY,North York,ON,90001.0,93600.0
Health Records Data Analyst - Health Records (Cen),Data Analyst,Scarborough Health Network,Full-Time,"No SQL, Crystal Reports, SQL, Customer service, Office Suite",In-Person,Healthcare,ANY,Scarborough,ON,65000.0,85000.0
Business Data Analyst,Data Analyst,IRIS R&D Group Inc.,Full-Time,"Python, Statistics",In-Person,Technology,ANY,Burlington,ON,89000.0,93720.0
Data Analyst-Operational Data Lake,Data Analyst,Citco,Full-Time,"Jira, Power BI, Azure, Big data, Spark",In-Person,Others,ANY,Halifax,NS,68000.0,95000.0
Quality Assurance Analyst,IT Analyst,Mimigo Canada,Full-Time,"Node.js, Test automation, Selenium, Statistics, Quality assurance",In-Person,Others,ANY,Markham,ON,45358.0,80009.0
Data Analyst - Informatics And Systems,Data Analyst,NPV Advisory and Consultancy INC.,Full-Time,Python,In-Person,Technology,ANY,Burlington,ON,87360.0,99840.0
Data Management Analyst,Others Analyst,Leonardo DRS,Full-Time,"CAD, Data management, Computer skills",In-Person,Others,ANY,Bedford,QC,67000.0,113000.0
Hr Data Analyst / Generalist,Data Analyst,Equifax,Full-Time,"Bilingual, Tableau, Google Suite, Python, Human resources",In-Person,Others,ANY,Toronto,ON,61000.0,66000.0
Business Analyst (Bsa),Business Analyst,Atlantis IT group,Full-Time,"Power BI, Google Cloud Platform, Tableau, IT",In-Person,Technology,ANY,Mississauga,ON,60000.0,98000.0
Junior Analyst,Others Analyst,Paris Jewellers,Full-Time,"Python, No SQL, Google Suite, Google Docs, SQL",In-Person,Others,Junior,Edmonton,AB,61000.0,82000.0
Senior Business Data Analyst,Data Analyst,Ontario Securities Commission,Full-Time,"Cognos, Crystal Reports, Business intelligence, R, Tableau",In-Person,Others,Senior,Toronto,ON,92000.0,100000.0
Analyste De La Chaîne D'Approvisionnement / Supply Chain Analyst,AI Analyst,Altius Spices & Seasonings Inc.,Full-Time,"Bilingual, Tableau, Supply chain, ERP systems, Python",In-Person,Technology,ANY,Baie-d'Urfé,QC,35000.0,53000.0
Business Intelligence Data Engineer,Data Engineer,"Maximus Services, LLC",Full-Time,"Statistics, Power BI, R, Databases, SQL",In-Person,Service,ANY,Toronto,ON,88000.0,105000.0
Senior Business Analyst (Data),Business Analyst,Healthcare of Ontario Pension Plan (HOOPP),Full-Time,"Computer science, Business intelligence, SAP HANA, SAP, Databases",In-Person,Healthcare,Senior,Toronto,ON,83000.0,109000.0
Policy Analyst,Policy Analyst,"Ministry of Agriculture, Food and Agribusiness",Full-Time,"Python, Research, Statistics, Organizational skills, No SQL",In-Person,Agriculture,ANY,Guelph,ON,72000.0,100000.0
Business Systems & Data Analyst,Data Analyst,Mattr,Full-Time,"CRM software, Power BI, SQL, ERP systems, Tableau",In-Person,Others,ANY,Toronto,ON,76000.0,100000.0
Supply Chain & Master Data Analyst,Data Analyst,Longo's,Full-Time,"SQL, Microsoft Access, Supply chain, ERP systems, No SQL",In-Person,Others,ANY,Vaughan,ON,64000.0,76000.0
Performance Marketing Analyst,Others Analyst,Function Growth Inc.,Full-Time,"Power BI, SQL, Google Tag Manager, Tableau, Statistics",Remote,Technology,ANY,Remote,Undef,50000.0,75000.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",In-Person,Healthcare,Senior,Toronto,ON,70000.0,141303.0
Procurement Enablement Analyst (Indigenous Procurement),Others Analyst,Farm Credit Canada,Full-Time,"Sourcing, Procurement, Python, Research, Statistics",In-Person,Others,ANY,Regina,SK,79000.0,122000.0
Supply Chain Analyst,AI Analyst,Uline,Full-Time,"No SQL, Power BI, SQL, Microsoft Access, Research",In-Person,Others,ANY,Cambridge,ON,75000.0,90000.0
Accounting Analyst,Others Analyst,Ero Copper,Full-Time,"SQL, ERP systems, Financial reporting, Python, Office Suite",In-Person,Others,ANY,Vancouver,BC,70000.0,75000.0
Business Intelligence Lead/Responsable De L'Intelligence Économique,Business Analyst,Exertis | JAM,Full-Time,"Bilingual, Tableau, Power BI, JD Edwards, Business intelligence",In-Person,Others,Senior,Baie-d'Urfé,QC,52000.0,75000.0
Systems Analyst,Systems Analyst,WA Health,Full-Time,"SQL, Statistics, SQL, Project management, Accounting",In-Person,Healthcare,ANY,Hamilton,ON,60000.0,80000.0
Business System Analyst,Systems Analyst,Atlantis IT group,Full-Time,"Python, Content development, Organizational skills, No SQL",In-Person,Technology,ANY,Toronto,ON,70720.0,74880.0
Business Analyst,Business Analyst,Softline Technology,Full-Time,"Telephony, Data mining, Business intelligence, Avaya, CAD",In-Person,Technology,ANY,Toronto,ON,60000.0,90000.0
Fp&A Business Analyst,Business Analyst,CGI,Full-Time,"Jira, Data modeling, SQL, Financial reporting, Confluence",In-Person,Others,ANY,Toronto,ON,69000.0,95000.0
It Business Analyst,IT Analyst,Spark Power,Full-Time,"Oracle, SAP, Spark, NetSuite, Visio",In-Person,Energy,ANY,Oakville,ON,57000.0,87000.0
Financial Data Analyst,Data Analyst,TS Imagine,Full-Time,"SQL, JavaScript, Metadata, Python",In-Person,Others,ANY,Montréal,QC,71000.0,83000.0
Staff Business Intelligence Analyst,Business Analyst,SurveyMonkey,Full-Time,"Power BI, Cloud architecture, Business intelligence, Tableau, SQL",Remote,Surveyor,ANY,Remote,Undef,48105.0,126934.0
Strategic Business Analyst,Business Analyst,T&T Supermarket Inc,Full-Time,"Python, SQL, Statistics, Project management, Organizational skills",In-Person,Technology,ANY,Markham,ON,54000.0,63000.0
Marketing Analyst,Others Analyst,"NRI Industrial Sales, LLC.",Full-Time,"Statistics, Statistics, No SQL, Marketing",In-Person,Manufacturing,ANY,Mississauga,ON,80000.0,87801.0
Marketing Analyst,Others Analyst,OLIVER Agency - North America,Full-Time,"Agile, Power BI, SQL, R, Tableau",In-Person,Agency,ANY,Toronto,ON,55000.0,74000.0
(Data-Driven) Marketing Analyst,Others Analyst,Weyburn Credit Union,Full-Time,"Power BI, CSS, Spark, R, Statistics",In-Person,Media,ANY,Weyburn,SK,61000.0,76000.0
Junior Analyst Position,IT Analyst,CTi Living,Full-Time,"Python, No SQL, Tableau, Spanish, SQL",In-Person,Others,Junior,Etobicoke,ON,48000.0,125453.0
Risk & Payments Data Analyst/Analyste De Données Risques & Paiements,Data Analyst,Plusgrade,Full-Time,"SQL, Alteryx, Tableau, SQL, Statistics",In-Person,Others,ANY,Toronto,ON,92554.0,115714.0
Business Process Analyst,Business Analyst,ENERCARE,Full-Time,"Power BI, SQL, Microsoft Access, Customer service, Visio",In-Person,Others,ANY,Markham,ON,47000.0,59000.0
Business Intelligence Report Developer/Analyst/Développeur/Analyste De Rapports De Business Intelligence,Business Analyst,Exertis | JAM,Full-Time,"Bilingual, Tableau, JD Edwards, Business intelligence, Visual Studio",In-Person,Others,ANY,Baie-d'Urfé,QC,78131.0,109622.0
Business Analyst Intern/Junior,Business Analyst,NORSAT INTERNATIONAL INC,Part-Time,"Python, No SQL, Power BI, SQL, Microsoft Outlook",In-Person,Technology,Junior,Richmond,BC,67458.0,95804.0
Business Analyst Intern/Junior,Business Analyst,NORSAT INTERNATIONAL INC,Part-Time,"Python, No SQL, Power BI, SQL, Microsoft Outlook",In-Person,Technology,Junior,Richmond,QC,46959.0,78098.0
Business Analyst Intern/Junior,Business Analyst,NORSAT INTERNATIONAL INC,Part-Time,"Python, No SQL, Power BI, SQL, Microsoft Outlook",In-Person,Technology,Junior,Richmond,NB,100421.0,145874.0
Information Technology - Business Intelligence Analyst,Business Analyst,Organigram INC,Full-Time,"Power BI, Data modeling, Azure, Business intelligence, QlikView",In-Person,Technology,ANY,Toronto,ON,67000.0,98000.0
Data Analyst (Level 3),Data Analyst,Intero Integrity,Full-Time,Statistics,In-Person,Others,ANY,Toronto,ON,43000.0,93000.0
Digital Data Analyst,Data Analyst,Trillium Health Partners,Full-Time,"Python, No SQL, CRM software, Power BI, SQL",In-Person,Healthcare,ANY,Mississauga,ON,82000.0,88000.0
Data Analyst - Kenwave Solutions Inc.,Data Analyst,Kenaidan,Full-Time,"Statistics, MATLAB, Signal processing, SQL, Machine learning",In-Person,Others,ANY,Midtown Toronto,ON,58000.0,80000.0
Technical Business Analyst (Data),Business Analyst,Project X,Full-Time,"Power BI, Azure, Oracle, Business intelligence, Waterfall",In-Person,Others,ANY,Toronto,ON,81000.0,100000.0
"Analyst, Business Intelligence",Business Analyst,Vancouver Whitecaps FC,Full-Time,"CRM software, Power BI, Salesforce Marketing Cloud, SQL, Salesforce",In-Person,Technology,ANY,Vancouver,BC,70000.0,80000.0
"Senior Analyst, Product Analytics",Others Analyst,AutoTrader.ca,Full-Time,"Python, Power BI, SQL, Microsoft Outlook, Sales",In-Person,Others,Senior,Midtown Toronto,ON,75000.0,80000.0
Sales Support Analyst,Others Analyst,Piller's Fine Foods,Full-Time,"Python, No SQL, Power BI, SQL, Microsoft Outlook",In-Person,Others,ANY,Waterloo,ON,56000.0,69000.0
Sales Support Analyst,Others Analyst,Piller's Fine Foods,Full-Time,"Python, No SQL, Power BI, SQL, Microsoft Outlook",In-Person,Others,ANY,Waterloo,QC,56000.0,69000.0
Senior Data Analyst / Database Developer (Pl571),Data Analyst,Paralucent,Full-Time,"C#, SQL, SQL, MySQL",In-Person,Others,Senior,Toronto,ON,75000.0,95000.0
Analytics Analyst/Developer,Developer,Septodont,Full-Time,"Tableau, Power BI, Azure, Statistics, Python",In-Person,Others,ANY,Cambridge,ON,64000.0,112000.0
Quantitative Analyst,IT Analyst,Affirm,Full-Time,"Machine learning, No SQL, Python",Remote,Others,ANY,Remote,Undef,71512.0,72366.0
Media Insights- Reporting Analyst,Others Analyst,Walmart Canada,Full-Time,Undef,In-Person,Others,ANY,Mississauga,ON,49000.0,62000.0
Decision Support Analyst,Others Analyst,ErinoakKids Center for Treatment and Development,Full-Time,"Cognos, SQL, Microsoft Access, Business intelligence, Relational databases",In-Person,Construction,ANY,Mississauga,ON,65000.0,85000.0
Health Data Analyst - Patient Portal Specialist,Data Analyst,Women's College Hospital,Full-Time,"Office Suite, Organizational skills, Computer skills, No SQL, Hospital experience",In-Person,Education,Senior,Toronto,ON,65000.0,75000.0
Program Reporting Analyst,Others Analyst,Turner & Townsend,Full-Time,"Quality assurance, Data collection, No SQL",In-Person,Others,ANY,Toronto,ON,73000.0,95000.0
Inventory Accounting Analyst - Contract,Others Analyst,Stelco,Part-Time,"No SQL, SQL, Manufacturing, No SQL",In-Person,Others,ANY,Haldimand County,ON,85000.0,95000.0
"Analyst, Digital Operations & Display",IT Analyst,"Canadian Tire Corporation, Ltd.",Full-Time,No SQL,In-Person,Technology,ANY,Toronto,ON,54000.0,60000.0
Data Analyst,Data Analyst,Cabela's,Full-Time,"No SQL, Power BI, SQL, Microsoft Outlook, Visual Basic",In-Person,Others,ANY,Winnipeg,MB,35000.0,41000.0
Sap Master Data Analyst,Data Analyst,Riverside Natural Foods Ltd.,Full-Time,"SAP, Data structures, Quality management, Office Suite, Change management",In-Person,Others,ANY,Toronto,ON,43000.0,93000.0
Business Intelligence Analyst - Information Technology (It),IT Analyst,Speerville Flour Mill Inc,Full-Time,"Power BI, Business intelligence, R, Process improvement, Visio",In-Person,Technology,ANY,Canada,Undef,51000.0,110000.0
Business Analyst,Business Analyst,Griffith Foods,Full-Time,"Pricing, Power BI, SQL, Budgeting",In-Person,Others,ANY,Toronto,ON,65000.0,87000.0
Data Analyst - Data Science & Analysis,Data Analyst,McGill University,Full-Time,"Tableau, Incident management, Big data, R, Research",In-Person,Education,ANY,Montréal,QC,76065.0,138941.0
Supply Chain Analyst,AI Analyst,Sonora Foods Ltd,Full-Time,"SQL, Supply chain, Office Suite, No SQL",In-Person,Others,ANY,Brampton,ON,59000.0,65000.0
Data Analyst - Informatics And Systems,Data Analyst,Visual Information Products Inc.,Full-Time,"Data modeling, SQL, PowerBuilder, R, SQL",In-Person,Technology,ANY,Mississauga,ON,89440.0,94129.0
